2.938578584213335718e-02,-6.038442526803755594e-01,2.211682702980626025e-01,7.945840616942132506e-01,5.687127526609278005e-01,-1.020125463700274793e+00,-9.335850053644564189e-03,2.047927911690272940e-01,-8.657698082138637341e-01,-2.336103122151554357e-01,-5.304635751550368372e-01,5.929515641717254537e-01,5.462905768554431052e-02,-2.586198654389553209e-01,7.447573270370013709e-01,-5.826151457381982812e-01,-7.785217558579760055e-01,7.174064980479958331e-01,-3.100864339726764340e-01,-4.316302793458891007e-01,7.888912812749139247e-01,-9.433871495483275860e-01,-6.788244268234372436e-01,-6.032341357164536788e-01,-9.360011123939655509e-01,5.500004237944664531e-01,4.197672172318333006e-01,-6.174258968225858624e-01,-9.493442680908779074e-01,6.836453773199775430e-01,1.702779810054272369e-01,-1.025447056105361687e+00,-7.335560766922117892e-01,2.644541958986242891e-01,-4.624782496009482435e-01,1.139743804543486144e-01,-6.604022594869418672e-01,1.369182362694763289e-01,-8.594379229865404257e-01,-8.941862530836554024e-01,-3.963852871498923514e-01,-9.623967198809809664e-01,-1.029548924193672388e+00,-7.850412428856493596e-01,5.519107133515175345e-01,6.565244076754681579e-01,-1.048624720038062508e+00,7.640939919692284477e-01,6.244853181712107792e-01
-1.016094831266979970e+00,-1.205295225589660957e+00,7.412937622995185993e-01,5.518035222304623622e-02,-1.299230656568039599e+00,-8.709529114867466948e-01,-1.129462072617152701e+00,-1.964372836089905983e-01,-1.371240647617039954e-01,3.059989868033278770e-01,-1.029013134547137387e+00,5.285546848097968375e-01,1.211457824867937960e+00,-8.104760134886646039e-01,3.615847163729165037e-01,9.243077223324697167e-01,1.472267398206783096e+00,-1.682869152644768940e-01,7.900508382903544957e-01,-9.474186836454129290e-01,-1.145223680472741284e-01,1.311632438131760947e-01,1.197130949059737492e+00,1.740128764426011332e-01,1.697016706597769542e-01,8.821695993249162315e-01,-1.225449779321919230e+00,1.216555824911685679e+00,2.677764259867300156e-01,-5.272017513599925875e-01,-4.866088910518424071e-01,-1.321225545966092652e+00,6.418237747798362092e-01,-6.697442239508255568e-01,1.276342864429843571e-01,-3.534064389748438062e-01,7.134048492479119208e-01,4.021810244006625568e-01,-2.106737260524269018e-01,-3.670727108691895779e-01,2.163214538632506068e-01,1.050272066369477342e+00,6.675235543996406173e-01,-9.553024249286886649e-01,8.780434145226365672e-01,1.308373546620483552e+00,-1.077775905995975503e+00,-8.384251845880628107e-01,-4.140236139712587249e-02
2.616276638004110811e-01,-6.729776948926205482e-02,5.843646474075889774e-01,2.283005285295770445e-02,5.025849948532910144e-02,-5.306785237666770266e-02,3.433819629127513040e-01,-3.437837620522661841e-01,-2.086405140511655154e-01,1.443012442993229227e-01,1.617869177815679738e+00,-3.821432014630746221e-02,6.175315910894698668e-01,-6.662566455136657018e-01,-3.404340836122673464e-01,-3.264068327760448196e-01,-2.476719216366588538e-01,2.740377474387049872e-02,-1.361037177417737887e+00,5.874975428722314374e-01,-1.315320927522560357e+00,-9.044167937615288366e-01,-1.260338689196537576e+00,4.180540730664026317e-01,-7.023367946360425940e-01,1.475364338227256322e-01,3.278366966372832092e-01,-7.820635374905243742e-01,1.327813194769514427e+00,8.591643497852352596e-02,1.280856535374149396e-01,1.779206643998995307e+00,7.850401374080054895e-01,6.554221095750774051e-01,-8.723296348295866975e-02,-3.927594650627482253e-01,7.476536084264560067e-01,8.704691438578706641e-01,1.112466337754422607e+00,3.016252445199330001e-01,-2.755060412604217190e-01,6.845230311034961046e-02,-1.512411872309559868e+00,1.019504471417243652e+00,2.033886802139371341e-01,5.410929702653195505e-01,3.956770090352448865e-01,-4.666889963088336479e-01,-8.520967065821077879e-01
9.470119325228787410e-02,2.424989582470729599e-02,1.288621562957878997e-01,5.715660943461808863e-01,5.585415078474506023e-01,2.469591410028441347e-01,-3.587183375638239302e-01,-2.005711520173942275e-01,-4.568993453736092669e-01,1.578343382793466199e-01,4.798740472139599866e-01,-8.120563932283246800e-01,-5.090301051434112933e-01,3.015685937904682423e-01,1.088820883888365287e+00,6.109472263605524311e-01,7.092838585049326960e-01,1.142962306296986114e-01,3.112738908478442923e-01,6.573923439164827132e-01,9.514373220240655016e-01,4.866606316660095910e-01,5.991373412134904930e-01,-3.957565695817517049e-01,5.152438466216723717e-02,-2.564680990232729996e-01,1.144526593836468598e+00,-2.659346169828907813e-01,-1.733895257350575869e-01,3.821954734549834476e-01,-7.595932064934237671e-01,2.471281199913605564e-01,-1.416796218432169185e-01,-1.815772915817218669e-01,4.675104050130845373e-02,7.657811537689222792e-02,-1.015266543350605177e+00,8.747763161739801063e-01,7.993130214533732403e-01,-1.850476670450806188e-02,-1.992640750819700199e-03,6.455587560616906639e-01,9.341120771661147737e-01,-6.421687795064719984e-01,2.732402960641245881e-01,4.551228636246764103e-01,-5.118586069434946095e-01,-7.334445661421526985e-01,4.726713139201794145e-01
2.108355249366442585e-01,-4.561256170966604406e-01,-4.032884130372028086e-01,1.378709470558211914e+00,9.187031508550671521e-01,3.768322871148039321e-01,-7.359697599314839467e-01,-2.951798627755517490e-01,1.247973041520020199e-02,-1.406491709475976015e-01,-3.403418069489998476e-01,1.078138460909680157e-01,-3.675839617271853266e-01,1.258389978406927456e-01,-2.813532591220971879e-01,1.520138494661621431e+00,6.074175267176924464e-01,5.729536903596412767e-01,-7.731488923291868209e-02,-2.617088034077639236e-01,3.049009945759558193e-01,1.840957168479915862e-01,-6.831123346177542244e-01,1.079155340471967373e+00,-2.586369795618829737e-01,-5.516792743626244278e-01,7.546728124539152649e-01,7.339173622747835468e-01,-1.865288249586991354e+00,9.230295384270297276e-01,8.022539938973911600e-01,9.676019224604035518e-01,-1.590391889693115735e-01,3.525233099924283964e-02,-6.675741568540681792e-01,1.455740274282193214e+00,-4.722843904253126168e-01,5.132188292557545717e-01,-6.166092638884875798e-01,1.323797991135321706e+00,1.417115758516369617e+00,-5.491383708780691597e-01,-1.846762205598459321e-03,-1.559234034555412762e+00,-1.353749166714131924e+00,-3.476753100796480811e-01,7.872241490954505760e-01,-2.336040475487078383e-01,1.435321377689298350e+00
1.097547937303766208e+00,4.650526775989649586e-01,-7.872545070862011496e-01,3.979316718368802741e-01,-5.987393072788607107e-01,-4.601308871138534706e-01,1.122870503561172795e+00,-1.774442922351379126e-01,2.088052439329405874e-01,7.884305185833078156e-01,6.770214180138859339e-01,-1.327908785195899055e+00,-5.972334814793904822e-01,-8.592770760370543881e-01,3.321288473019893273e-01,-2.757041236046040358e-02,-6.471496711241041533e-01,-8.295540452240733886e-01,-1.231427766161618642e+00,1.759170564047262963e-01,-1.894630899158892268e-01,-4.714438404411789296e-01,8.018448834719602014e-02,-9.633146605058439116e-01,1.602482774701039947e+00,6.514324865284248922e-01,1.362902370638301219e+00,-1.002984698446623552e-01,-4.453475689741423493e-02,9.633958109785187851e-01,1.169706088871488747e+00,5.930679875350536312e-01,-4.081626177657854959e-01,7.309121146145693970e-01,1.319232362851677998e+00,-1.347467525650046793e+00,-1.084369380114489134e+00,-4.277752892269331975e-01,-8.008370859514445383e-01,-1.398448806334601224e+00,4.701129970082715825e-01,1.651853254769446888e+00,1.070252374563896158e-01,7.293436675737868802e-01,1.676609387114792904e+00,-4.515162428963365171e-01,9.827179042313931995e-03,5.546299889130508198e-01,4.109232384407576211e-01
-8.566250788227632862e-01,-3.402091591344190147e-01,6.139172146875501168e-01,2.114571514126204199e-01,-1.766829241726880773e-01,-7.870940126134889914e-02,4.381395597943886777e-01,3.563185125383594443e-01,1.148511702302870585e+00,-1.298204430303019130e+00,-1.819697592232064343e-01,4.420814513374474730e-01,-9.557396765519386994e-01,-1.187371595944492819e+00,1.080679537811693791e+00,4.944602037578436637e-01,-4.193426961725082447e-01,-4.515436380154155133e-02,1.992888345048924315e-01,-5.135002623477464834e-01,1.552399628533992271e+00,1.168095259994501145e+00,1.234128478262189743e+00,2.331240005585536179e-01,1.551620027046145101e+00,1.315624289757656218e+00,2.954104094613460574e-01,-8.832480058740878326e-02,-1.848745009864328770e+00,-6.170438293895103010e-01,6.192603384768006203e-01,-1.481868744959806028e+00,-1.003622061949391409e+00,7.457103607837256565e-01,1.004942125589023405e+00,-5.094734912717260311e-01,-2.813940613672664681e-01,5.790395809275467043e-01,-1.596133779007482767e+00,9.895620991873771422e-01,2.049521674579824371e+00,1.322245342945832736e+00,-7.865695244896149241e-01,-1.661573054308280506e+00,-5.836470481050980430e-01,1.252254799764180193e+00,2.988091161893335346e-01,1.616396200805693753e-02,-4.773139682415081797e-01
1.507231192907214190e+00,-1.000457592614226066e+00,-6.887976152707477873e-01,-1.265172350359226039e+00,-8.207230408778945496e-02,-3.118709510311002409e-01,-7.720587158212605106e-01,9.775031351881637853e-01,1.845172223489827401e-01,-5.189048384977241746e-01,7.340545608196984151e-02,-4.334370308773530245e-02,-3.604164904957828375e-01,1.164260950929983274e+00,2.441194611826895122e-01,-6.231852784011758795e-01,-1.088626134143584334e+00,2.408752904920749560e-01,1.842660612362380324e+00,1.313802432877369197e+00,-7.980134097769678858e-01,2.924389678089023836e-01,1.336413782157392705e+00,-2.199671943435294874e-01,-2.961176951039107830e-01,1.054177264769211808e+00,-7.645189751029136671e-01,-1.300496726971847039e+00,1.063297496087345778e-01,-6.819830360257416180e-01,-9.037549865631528956e-01,7.231586142679207185e-01,1.005116900766578336e+00,-2.492315493863719034e-01,-8.280148372875761886e-01,-8.081567913594326358e-01,1.130789246341296073e+00,1.483585240464978805e-01,-3.757143630985750327e-01,-9.674085735177644363e-01,-1.217040387939111734e-01,-2.993771037428102355e-01,-1.416350322894217806e+00,-4.519695442899904908e-02,-2.065524734411395280e-01,2.287226178202902138e-01,6.769639781974714499e-01,-5.833551987257441507e-01,-5.330153298826904862e-03
9.090231510118713665e-01,-3.475735949830827121e-01,3.432172044139313871e-01,-5.679084507008194671e-02,-1.226186023873402142e+00,-3.936215412234229105e-01,-1.345413209508280694e+00,8.866909178583571860e-01,-3.792252950429362834e-01,4.546148738454304783e-01,-1.207103413606611220e+00,-5.149839563209946958e-01,-1.075253893726619170e+00,3.452563000146586791e-01,-4.236366918143599780e-01,1.061675652524471797e-01,-5.259816258196760019e-01,-2.928787191758666641e-01,1.417438419703868080e+00,5.123320395273468497e-01,-1.073007338561358104e+00,8.970331352668865776e-02,-4.189740312132554934e-01,-1.245099433129539968e+00,1.514822096974943078e+00,1.246293068005306648e-01,4.143397128717643541e-01,9.630896172703012903e-01,-2.148192836455901089e-01,1.214759736660468326e+00,9.040690087527736285e-01,-1.095017000277751729e+00,-3.272667918548675670e-01,-1.641221440800751719e+00,6.824584360729679666e-01,-1.951128885875852870e+00,6.858233994848415005e-01,-3.313410887944281957e-01,-7.666193023451305377e-01,-5.148389713631231768e-01,6.208868113418346546e-01,-8.445565561724963644e-01,1.044994052962598508e+00,-4.246939435255681072e-01,-7.011258746627873073e-01,-1.886667963901633049e+00,-9.231490355349913912e-01,2.487760401785290287e-01,5.861649261870503086e-02
6.044598826290334959e-01,-1.099353652948881904e-02,1.506359030005931798e-01,-8.093258683522105423e-01,-1.021826525071660718e+00,-9.334289681808053407e-01,3.682256382651098031e-02,1.701648734080088543e+00,-1.892679828942472192e-02,1.570774494937818844e-01,-1.124151647139869370e+00,-4.111416372583810014e-02,1.970867898849577804e+00,3.877953974058734321e-01,3.396671276850588006e-01,-7.194716212898543128e-01,3.992847717171123523e-01,-3.860610830131807614e-01,-3.738775101700953646e-02,4.270595632767849037e-01,3.739853054632623630e-01,-4.834646319932049408e-01,-1.332975724956565022e+00,-6.566937272490184219e-01,-5.214715694991022277e-01,-7.075109624646599427e-01,-1.061123922812079803e-02,-1.729998759951045573e+00,2.798242753061016552e-01,-8.291064429863137519e-01,-3.128158793600053778e-01,-9.352042395976651878e-01,8.896685642285696582e-01,-2.026324579650011226e-01,-5.679674129843030883e-01,-1.598929046512388430e+00,-3.008975855757404227e-01,6.023752665524758632e-01,-4.051770931172897772e-01,-8.029238954146953322e-01,-7.223796842323912948e-01,-1.565577615866140526e+00,-7.585034749209522420e-02,3.102620267410547417e-01,1.014216241571524124e+00,-2.615195058117797747e-02,8.688137402603965942e-01,-5.065377747457703306e-01,-5.298914671413207378e-01
